block_height,hash,received,confirmed,fees,gas_fee_cap,gas_price,gas_tip_cap,gas_used
20000019,220e9438aa035bfce58011e399f55a2e1e0f2f121696e581bfe76c70abe82e59,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,7923431205440616,27523668808,27523668808,27523668806,287877
20000019,9fc6db63faba73835d6e66e287b88d672462d8f1159b788e68cd53cf6c08b815,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,888523572946179,5140461171,5140461171,5140461171,172849
20000019,4933ae1b0f95c5a392942ea3d40af998157fc10b63bb9fd659a70631fab290e8,2024-06-01T22:40:32.156Z,2024-06-01T22:40:35Z,1734137502090386,8602626145,8602626145,44720977,334441
20000019,6c3ff1ea1ee1a809e9aca276d26e5200c55f7f45c5c4de21eea8a1307b93532e,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,5210936179370085,40290224451,40290224451,40290224451,129335
20000019,76fc367578b38ce6b1117efdbb12fe08d7e1eccc1d704d563b460d5636341e1e,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,2345575384762649,200000000000,200000000000,10000000000,154921
20000019,076aaa8ec7b87554cd24d7a7c82f46e69274c228e87c8e4e4c1ee23023400d03,2024-06-01T22:40:25.892Z,2024-06-01T22:40:35Z,1194221830950792,200000000000,200000000000,5000000000,117768
20000019,b06eebfd8f5f8ada68af74bda56d97ab293fd504f0f5a3db8a9b841ee8c53651,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,1109549120589741,7991017923,7991017923,2000000000,155389
20000019,66f56b065e3d4e0707b4bd725eec7ab46045e8373f2870cc665108e1e0eafdb5,2024-06-01T22:40:32.36Z,2024-06-01T22:40:35Z,506525075061383,12261857587,12261857587,12261857587,41309
20000019,5d535f62033c686194bf5c6b96a1528953ed884031cf3456a78d0eb3fbf5f29a,2024-06-01T22:40:29.158Z,2024-06-01T22:40:35Z,506525075061383,12261857587,12261857587,12261857587,41309
20000019,1c5d9c8d7c45d86e515c4058a29d4cf25d2c05c29d890e0c2b3bab59d92a5599,2024-06-01T22:40:30.157Z,2024-06-01T22:40:35Z,506525075061383,12261857587,12261857587,12261857587,41309
20000019,64ed7adb9cb99fc84decfe1dea8d2244f26a08d61c155407eeb937d03d48f3f1,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,1044578064413010,7991017923,7991017923,2000000000,146290
20000019,35175ab92471e27e6d1b45605b830d4a61c144ae31ae1c511d2f982c84cacad1,2024-06-01T22:40:35Z,2024-06-01T22:40:35Z,646227935399666,15811467576,15811467576,0,125714
20000019,b449269fb6ec1355a48b8a0401a5563976a70e8546f4d09d9f8ad056629c1d18,2024-06-01T22:40:28.895Z,2024-06-01T22:40:35Z,471572006203176,11505896168,11505896168,5000000000,46504
20000020,13ae8e7e25e14bca33b07667b5e33d146fa1a28d77d843f882be7ac3104f7a27,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,15281251575170790,38842574826,38842574826,38842574826,393415
20000020,46646fdafb0ae73ff93fe7c3a134fbbacc9913c885a6cb4c985ae80714c5cec4,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,2219524665546117,5153284217,5153284217,5153284217,430701
20000020,f938d9ee3eb495f622fe215e9f4d2dd503363874f53617f414f0bbac70cdea96,2024-06-01T22:40:45.728Z,2024-06-01T22:40:47Z,1045351063034894,8666715026,8666715026,44720977,205051
20000020,c2cae8e74f8ba7f2ac208d98baf7c2a209fc4d0f03e87c13d8a81603cf241948,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,1428720099956627,5053284217,5053284217,2,282731
20000020,ea69d216104cbe5220e07c37a21578f41e69424ac2cc2b537398e8ee576e132b,2024-06-01T22:40:36.949Z,2024-06-01T22:40:47Z,996027573507322,5250266583,5250266583,1000000,197066
20000020,93750a5488241170e6bb2e138fa60de0f0557a1fdb06155a95b448e4d0040a44,2024-06-01T22:40:41.816Z,2024-06-01T22:40:47Z,810237423691482,12258542942,12258542942,86316050,157646
20000020,63d77405abaeafa0f02b72ff8081797686345c402721aefce5283355282615c9,2024-06-01T22:40:45.155Z,2024-06-01T22:40:47Z,1315544823721418,6891142267,6891142267,44264640,258074
20000020,039f354ee43aa0dc62fead9653704754fb1fc32b6a5e526d8972af98bdb03152,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,6184981066621590,24656879895,24656879895,24656879893,250842
20000020,c0f4ac88fc22a92efe2ef15bc0ef79e32bbe18cef537ffc96c7cb5c6dda42307,2024-06-01T22:40:40.582Z,2024-06-01T22:40:47Z,485830216866960,50000000000,50000000000,2000000000,68880
20000020,f087417a8aa0efd1cad7540711bc518c0a865b817b2cfb83b8d114f59d9dd146,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,2105893014673113,17783018816,17783018816,12000000000,123489
20000020,38e5c1ab8b1a6a5dd84908becbc5b1e9ee9f5bc472c9a6c99a4fc7472ec227bc,2024-06-01T22:40:38.082Z,2024-06-01T22:40:47Z,2156816562532992,11559030973,11559030973,4526436151,225144
20000020,e7defa449f08fb2326a8176b2d58ddbc07612c1b1e0f45316686a71c331f354b,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,1869129510519375,10371088975,10371088975,5553980077,180225
20000020,68e41cf9c53844c37dac370e37de042ac7dbc91ba95f6656cb379fa6227948b0,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,2668687669628337,8072169756,8072169756,2000000000,378361
20000020,b89647648659912e1d5c08e3e3ac0d81d255f4811be221ab0b66cab2230fda7c,2024-06-01T22:40:35.265Z,2024-06-01T22:40:47Z,1433413558663840,11559030973,11559030973,4526436151,149630
20000020,83682001001271429ae913080d7736d89508c4353295d7fee2f0aea5bf87931e,2024-06-01T22:40:38.969Z,2024-06-01T22:40:47Z,1160328754191948,8073874182,8073874182,8073874182,143714
20000020,ca7574187a924fc39abf05808ed95cee17ce0ca369db852cdf4ee631f3f18c4d,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,1160209627451664,9362633146,9362633146,2944962191,145058
20000020,31c3ed9a58b674490a0bfbb60477e8a966f398b8846a036f3966750ce2a41bbf,2024-06-01T22:40:38Z,2024-06-01T22:40:47Z,1402829526334044,9737194138,9737194138,2129552331,195303
20000020,c587dbca4988b32e38fa62736fa69c88632ab12191ba9ca4e7ced13988026a0e,2024-06-01T22:40:42.116Z,2024-06-01T22:40:47Z,2272638973146263,11280922338,11280922338,1000000000,375439
20000020,dcdcb3606e55b67e6bc3afb7c240f8c08aa12046c2b2708ee3405bbc467440be,2024-06-01T22:40:38.698Z,2024-06-01T22:40:47Z,276107863958682,12143522410,12143522410,2000000000,39146
20000020,fea232fd3368484cb837e446b7022be41de1e95b821544b4815bcfa0a2e60c84,2024-06-01T22:40:47Z,2024-06-01T22:40:47Z,618916144329726,12143522410,12143522410,0,122478
20000021,df77701c756b20bec68538f5df79271c002812329e9ae1658e2c7744239ffe21,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1079586465186533,5201798513,5201798513,0,207541
20000021,2d5a015c9dacecbdf87ca565188d958904ae030856a4f22cafb0c7472a31678f,2024-06-01T22:40:58.634Z,2024-06-01T22:40:59Z,933106760897804,6983887219,6983887219,44264640,177868
20000021,1dd885f9057281ad16ea3758442495153ce58e59cf168fb0152e951f51010c84,2024-06-01T22:40:59.127Z,2024-06-01T22:40:59Z,877254262873956,5233156158,5233156158,1000000,168612
20000021,d8d4695dc0508cbceae052af8d088d55dc16087374c3b9cd7d9530c258f8869b,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,3732039452296300,21509074130,21509074130,21509074130,173510
20000021,270f342a613712052db62ba55d3a48de3a063b0ca24d3618ea8055aee1c07e21,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,2375615457223536,20201798513,20201798513,10000000000,156272
20000021,cb4981b52215a4570f6d757ab6f690313be735bf68b53567f596887a22182492,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,2219922025356489,14395562836,14395562836,8000000000,168153
20000021,9298c8ff2d04492c925c9274a0d804ab7d3173148b19e6a607efa28be5b795ec,2024-06-01T22:40:51.849Z,2024-06-01T22:40:59Z,1429961402118434,6983887219,6983887219,44264640,272578
20000021,1c36253a652c1dc50f7e1030b2ae8dd5909e22861f95ed357bb75367dcb7abd0,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1431418386617500,15020129975,15020129975,15020129975,95300
20000021,2f8f10bab7076a4f510bf8cb4c9c21f53130c37b137abbcca0915c0c7bfb2eee,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1557285231075773,12316605271,12316605271,6000000000,139021
20000021,ed46804d29b29c19993795ce7af7d0fbe6a64204baa8dcef45f38d15ffea214d,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1268145682483034,9583526244,9583526244,3000000000,154618
20000021,5a3684f43d75e4e8ffbeafa90c6f462d86f957d5429f037cadd248e0d03cc845,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1143445537891382,9583526244,9583526244,3000000000,139414
20000021,03e6f6930253f66e49b78800a506973456c399f010edbf4ab96648605fa79518,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,977669788795987,23561844676,23561844676,3809066000,108499
20000021,f2213facbb10aafed7801f560a2e53e6dbb975d42e1bd18204628f2ea7ff8fe0,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1225456883920091,8140461169,8140461169,3000000000,150539
20000021,6e92f8ab9017bb5a36089219c67343972610ca36d18c91bec35a534a55c42860,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,734150712747672,6633632232,6633632232,1431833719,110671
20000021,eee23022df5375a90dfaec2912dfce9132ddda5edda1716079777dc52548276a,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,937682553427584,6167584576,6167584576,1030963140,152034
20000021,43ee355648c4b4eaef12862446d3123f9f297cfbfa7a3ce8c655ddc81900331f,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1328500573441340,7804177921,7804177921,521660003,232115
20000021,bd111e0f1d5683369113137c84b35dad88fb8da4d21fbaa1c0f2268aa3897720,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,650893464947040,5371117185,5371117185,169318672,121184
20000021,c9e5e3754d1102be350b231214b0b9f625e6c106c4f27db61121c08ed8e05c5d,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,1667639539328252,6983887219,6983887219,44264640,317884
20000021,e20333b9e5a17882fd34d3a24ff197879f94f0acd567277f195f71a14f04c857,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,678064728474858,5288745162,5288745162,5288745162,128209
20000021,3e0416d6720297fa87e678efbc9bc343dc99a20c35f00fb96a2242b54f825f11,2024-06-01T22:40:59Z,2024-06-01T22:40:59Z,111471508113000,5308167053,5308167053,5308167053,21000
20000022,ea45948c22b0e105da4e1f114f9700d4ceb0899dd5b1b659ff6ce1bd834c5257,2024-06-01T22:41:11Z,2024-06-01T22:41:11Z,614444634414897,5060120378,5060120378,0,121441
20000022,9cd99680df74e1da9e5eef491edeacdf10dfcefc0b96af430119a2972c25ea57,2024-06-01T22:41:00.247Z,2024-06-01T22:41:11Z,315000000000000,15000000000,15000000000,15000000000,21000
20000022,f2a95363fa807ead5385a63472bd4d5c9ffdf21a103078a7a7da60d08fed81fe,2024-06-01T22:41:01.043Z,2024-06-01T22:41:11Z,257499009327000,12261857587,12261857587,12261857587,21000
20000022,d7b2f23a1f3c3ad0aad770c219d2dfc0eb31f199ec39d1affae77566dad586e4,2024-06-01T22:41:02.053Z,2024-06-01T22:41:11Z,775059756216683,12261857587,12261857587,12261857587,63209
20000022,3a11f455c0f1d67722d8463093a7e1b8f8a1ae75fa227739662b7fe095d1eba1,2024-06-01T22:41:02.759Z,2024-06-01T22:41:11Z,690796270878819,12261857587,12261857587,12261857587,56337
20000022,24b403f9f2d4808a9f660ec5beda8ca24b17b605d70669909903dc2c93fb1736,2024-06-01T22:41:03.023Z,2024-06-01T22:41:11Z,254307249357000,12109869017,12109869017,12109869017,21000
20000022,6e0f79f261a2ffffb557108dac3633cc26bcf4bcc60b4ca8cb8dbe893de3e5d0,2024-06-01T22:41:08.898Z,2024-06-01T22:41:11Z,11498060000000000,35000000000,35000000000,5000000000,328516
20000022,dd6d56783864d5110db58f7013d23487c69318343bbd0ecac92ba829669107b4,2024-06-01T22:41:07.023Z,2024-06-01T22:41:11Z,662870000000000,10000000000,10000000000,10000000000,66287
20000022,5be057b73a3fd131731b32ec31f21e98b019d09939892b0f85dca79095f1db2b,2024-06-01T22:41:00.03Z,2024-06-01T22:41:11Z,199443916791000,12045356762,12045356762,4437714954,21000
20000022,ca2f91a71090b75de8a6bdc7a256e09c9befc73ca45250c88f5b9fb7563dde92,2024-06-01T22:41:05.034Z,2024-06-01T22:41:11Z,1582738414970985,6866198333,6866198333,44264640,310105
20000022,050525a89c12a7c87b78e62ef0635e71b178fa8ec8a73253697044428d84c450,2024-06-01T22:41:11Z,2024-06-01T22:41:11Z,624123676794618,22073688093,22073688093,0,123354
20000022,60c279170aff4b1fc74748bea20af3f0a2d2f93f6b725875287e715d58276134,2024-06-01T22:41:01.124Z,2024-06-01T22:41:11Z,169251902757000,200000000000,200000000000,3000000000,21000
20000022,0b77fed64f35eed93e7ddb77580e31d804e1db7c233c9d8f135e2163b63de5ab,2024-06-01T22:41:01.817Z,2024-06-01T22:41:11Z,375392660700609,9403574496,9403574496,3000000000,46577
20000022,a48144676df56629dbb7aada66f693b8d1e951fac5a93eb0bf5503693f4775f8,2024-06-01T22:41:03.507Z,2024-06-01T22:41:11Z,375255647255520,9000000000,9000000000,3000000000,46560
20000022,b8ced83ad73bb2244ef2e0568df4994e21eb623fa7f9ae6a3e70132631d82dc3,2024-06-01T22:41:05.84Z,2024-06-01T22:41:11Z,527179379015970,102000000000,102000000000,3000000000,65410
20000022,488fd6f2b70310c6f298af5f2eb4f7a5e04bdf62a9e5ae14f3f05164b29b100d,2024-06-01T22:41:05.837Z,2024-06-01T22:41:11Z,169251902757000,102000000000,102000000000,3000000000,21000
20000022,827ef43f7d4b4a665a6eec896860593c053f60938dc06c1015d631e3ba8d355c,2024-06-01T22:41:09.906Z,2024-06-01T22:41:11Z,371620761153453,102000000000,102000000000,3000000000,46109
20000022,60109032722807d569aed3fa4ddfe5d0b45b94b7d5dbe6e82631eac4c1788fce,2024-06-01T22:41:10.273Z,2024-06-01T22:41:11Z,279160864561629,102000000000,102000000000,3000000000,34637
20000022,7d982bc2ff30d095b008a2138c22c3fa9001e22e0eb5c745d5b7679aba4a7d08,2024-06-01T22:41:01.485Z,2024-06-01T22:41:11Z,1334422299242704,102000000000,102000000000,2999999999,165569
20000022,1ee6b10bc09cf9f7bcafdaef50b4831eefcc1b6f064f864e7f60f4e0022dfc53,2024-06-01T22:41:03.651Z,2024-06-01T22:41:11Z,168000000000000,8000000000,8000000000,8000000000,21000
20000023,07729cd77aca6e72d69621b900bfc5c1c02b37211287a557e758dc09e03a3146,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,771623640252824,4900815763,4900815763,4900815763,157448
20000023,a9446be91b8fcf2faafa19d7126e0859df21db32f8211bd2ac4bc3cc92e6378f,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1949109001841690,4985113631,4985113631,1000000,397630
20000023,ae61035a4fce253ec4b2efae59c9dee78051fd5c9d0b7dedeb6e335cdaaa53e8,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,702311402916715,4900815763,4900815763,4900815763,143305
20000023,9afee5473bc5b5e8e60bad49f438841e77c2bf0f07c6e0dbce3ec9e14466e50c,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1900433435760377,4900815763,4900815763,0,387779
20000023,7087262251010d841b1ccbd4aac764d6535594ed822d1d18780d12072871ebc3,2024-06-01T22:41:17.422Z,2024-06-01T22:41:23Z,1446492815646060,6893345462,6893345462,565279599,264630
20000023,226a58ba979240053b8855ae1c69445d8b3d8e6ee2a3c2e8011891ae11b3df7d,2024-06-01T22:41:21.697Z,2024-06-01T22:41:23Z,1083277870795036,6276989986,6276989986,564046923,198226
20000023,6a0164285a3e947623a06798094e511c145eb5937afcbe015e3c9075b6e34fc1,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1262134228104529,4985113631,4985113631,1000000,257483
20000023,e7f9f2bea2f3502e2f70b7514da8c98d6b4b0b089da33f81f6bf40cd8b1c9a48,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,12146725327109260,56051375023,56051375023,56051375023,216707
20000023,f8b8f4529c1007c6f7d8bc0faca53f94f01ba55bd5205ee8e9b02f0e6cba29f7,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,3002579566491984,28284102794,28284102794,22060066775,111368
20000023,ceb5c3bc1ccdea53ef3a5e259e80887beb61da29a4132a385ef744d92bce1e32,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1407482790384580,10317065326,10317065326,4093029307,156494
20000023,9d453f4d68d0c01787ca567a0afdf4b56bedeaca2681f72f747a34089ad16515,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,320515288928298,8223269404,8223269404,2000000000,46446
20000023,a40e2bb771f83399bacaa0813b8ec729b8620b8f9ac0cf48a48f8481819c610f,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,2730756309655545,7976669530,7976669530,2000000000,395715
20000023,baef99ccd87a90804884147a7e3c338e0444d4b7bf3fa7e3139778e34ae6aaed,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,560883661628061,7351223644,7351223644,0,114447
20000023,a2eab5914c8b65bf20a8bd897f1a9fcc6dfc63f3a909168b847a6c3f24deab48,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1135285881741963,6841036909,6841036909,1128093846,188307
20000023,37c05f2c74fe1d05555421e934505528505cff58dd73ef6d509f1aebf0755f17,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,1487404140984387,21757343552,21757343552,506963000,275049
20000023,f55a668194f5b155c3093522377fc38b3edae02434ecdd5f7826f1ac0df606d9,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,535056362557051,7351223644,7351223644,0,109177
20000023,b0effaa85db1bad0a34b292f0a8cd30ef888ac18d5a9dcb70a17accd2b9880e3,2024-06-01T22:41:23Z,2024-06-01T22:41:23Z,356775122662506,6000000000,6000000000,1000000000,60462
20000023,5d4604f704f3684c2c77a0bf649c00279ad21af40ac26545ffd575b0db021158,2024-06-01T22:41:12.761Z,2024-06-01T22:41:23Z,306600000000000,14600000000,14600000000,14600000000,21000
20000023,2e7fe83d8d80c25bd09f020ff899b0e5aab7567ad176a999346912b0ab329c87,2024-06-01T22:41:12.915Z,2024-06-01T22:41:23Z,589256000000000,14600000000,14600000000,14600000000,40360
20000023,efe39ad5dc506659ac373dcc7aa9530a0a9f74050970b2140b7a331bf268f1b4,2024-06-01T22:41:13.786Z,2024-06-01T22:41:23Z,210000000000000,10000000000,10000000000,10000000000,21000
20000024,95861642774f501dd0aa3c85ec3cc9a98e1fbf54ea8bd771564880f39aa82bb8,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,2039376366536368,4983496568,4983496568,0,409226
20000024,014a4e3c29b703fe9678d19a58f27964285dc1fbedbe47351bf606d8a4f340e1,2024-06-01T22:41:31.73Z,2024-06-01T22:41:35Z,821014508817375,8886436820,8886436820,43379347,163325
20000024,04236dc3fe2a6874dc479ba0bcc5e1fe0b27e70b0abb5c7b04415ccc7758d061,2024-06-01T22:41:24.099Z,2024-06-01T22:41:35Z,1084028921374184,6000000000,6000000000,50000000,215363
20000024,01c9f312a35285b9ff99e4a8737b83d85ef741202807df148d5d6c18f1d6d5b5,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,12915355028225250,42209111650,42209111650,42209111650,305985
20000024,6e5a2ccfdf6b59d50b918c41c309d512bcd2f2a7996e7f5feea00323456d372d,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,6048716523600336,39983496568,39983496568,30000000000,172902
20000024,35db8a760e3774d024d809b7dfc2691b4cf77bc49b90a032614308b4ef675a47,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,4192030856137856,29983496568,29983496568,20000000000,167792
20000024,600eda5dacf70c610af9a1e996bd918a8e16cfac70f2cef39e7b86437d1b641a,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,3734453867703528,22126019703,22126019703,16000000000,177971
20000024,ee4f44810a087da02c3357ba214d053fad666b62476d0efd186413902c86318d,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,943843686772425,7898604015,7898604015,7898604015,119495
20000024,88c3ab0cafabe2c43a20e21a392489ecb2d2242ce63c26d0c6df208957e7089b,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,1696010781789000,7502713000,7502713000,7502713000,226053
20000024,86bd2d0e86587571acc598d6a1a6492653829b6a8d81d3b4456821c012a91653,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,1501400287093568,13083578825,13083578825,6754538184,127909
20000024,9a9bf3f17dbf7be15ea06d7d769118495c487f9fcb8d9d1f01c88db33fb68109,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,2931091545944280,11301631526,11301631526,1500000000,452085
20000024,ee23685305381df8999f9c0efd9c9f0612904d411c704f410df7a437aff03407,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,657921216907360,400000000000,400000000000,0,132020
20000024,b484899bac77ddf9fd8b0d0b69e58a32509036b833f561a28c73df086beb3afe,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,1545612899936532,7378085036,7378085036,7378085036,209487
20000024,697cc52cfa159b068c63107b4f51c7e45dce241134738167cb906941da545e00,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,1197165227854440,9307237844,9307237844,3000000000,149955
20000024,775677f34650cf0eb91ce1fd05e646c90ea442717d837f18cf5e108510697f32,2024-06-01T22:41:35Z,2024-06-01T22:41:35Z,831713080123980,7909325955,7909325955,3398636956,105156
20000024,adf7719292bbc32417d0fb5979c34ede78564af27fe436708fe0e715bbf37592,2024-06-01T22:41:29.219Z,2024-06-01T22:41:35Z,378000000000000,18000000000,18000000000,18000000000,21000
20000024,1d37ed32ee88ef898b5b9b2bf19f7e497f66b3297299a498d20b01bd542c54fd,2024-06-01T22:41:27.266Z,2024-06-01T22:41:35Z,559569870982745,12261857587,12261857587,12261857587,45635
20000024,8732bc33f7058db7586951ff6cd88f14973998ee53d9607a5636f15bb64fefc1,undefined,undefined,undefined,undefined,undefined,undefined,undefined
20000024,cc72b767a8f3f111afdba308f9e2707f901044d3680fd2c7b60dca9d00456a04,2024-06-01T22:41:26.829Z,2024-06-01T22:41:35Z,210000000000000,10000000000,10000000000,10000000000,21000
20000024,a05616c4995f97832bfb7b19cf85ee8e0c74715b58f1df3d97ba46bb471890c2,2024-06-01T22:41:25.639Z,2024-06-01T22:41:35Z,268940240856000,9605008602,9605008602,5001000000,28000
20000025,33ca13ca79f31f71407e586f9c00ef1f91777629aa88a7d2e92136ec9418816c,2024-06-01T22:41:47Z,2024-06-01T22:41:47Z,2261085429886908,16064956918,16064956918,10000000000,152858
20000025,a47e79cfcbf83733423f52a38a14dc4b13453302263080af24d9597a55cc7390,2024-06-01T22:41:42.811Z,2024-06-01T22:41:47Z,3409040668546800,11301631526,11301631526,1500000000,541800
20000025,bbd381c3c101754e7c4679f388e4b670c4cffa16f765791c1bdc06cc56c8bb02,2024-06-01T22:41:37.129Z,2024-06-01T22:41:47Z,921854998742902,29792064726,29792064726,15000000000,46577
20000025,df9d7e6066775c395a99908cad473a504fc337659cadd6965b01f0b030fe3578,2024-06-01T22:41:47Z,2024-06-01T22:41:47Z,16867298704149492,4936957716,4936957716,1000000000,3416537
20000025,76d7421de9bcbb2468008162009ac63eb43fab73ae448ef3e67a7c160fe3c98c,2024-06-01T22:41:36.174Z,2024-06-01T22:41:47Z,698937239700000,14902713000,14902713000,14902713000,46900
20000025,8c40a552032d24a8f642c14865d4d4351bbe62edbe09f3db758297eacc8fbd2d,2024-06-01T22:41:39Z,2024-06-01T22:41:47Z,588905600000000,14600000000,14600000000,14600000000,40336
20000025,a4b8016a1f6675f1644e59b5104918950d2a52bff34f82e8786b5379876382db,2024-06-01T22:41:47Z,2024-06-01T22:41:47Z,1244720502326829,8406467025,8406467025,1000000003,214901
20000025,1015b5370b932ce277fd2dd7f3bcd397dfdcf310fd200008734bff7cc2164a6a,2024-06-01T22:41:36.635Z,2024-06-01T22:41:47Z,1217920618194924,9803528763,9803528763,1000000000,210274
20000025,5158945392c22e118713dceb312a0070823f552347de22690d38341aec044bc5,2024-06-01T22:41:41.292Z,2024-06-01T22:41:47Z,471217322240124,200000000000,200000000000,3000000000,60474
20000025,f4a449a0359cb5b1845e1b0d445f0eb7cc4dab7aa852cf9443d19de5de6fca12,2024-06-01T22:41:42.301Z,2024-06-01T22:41:47Z,619305138279210,6133312915,6133312915,6133312915,100974
20000025,e1e725bcc6cb75f9d4ef2b87aecbdb19ffd6de5c41f7c9c36a0da70adb3fda4c,2024-06-01T22:41:42.747Z,2024-06-01T22:41:47Z,410824827016836,200000000000,200000000000,2000000000,60486
20000025,f260ff1bc67219940442817d562dfe57d048a461f81b1ecae75aedd5c7b6bd93,2024-06-01T22:41:47Z,2024-06-01T22:41:47Z,386959923188642,9932250100,9932250100,2129552331,55906
20000025,0db327e09fa459f81c0b5ff7908d63e0ec6dc5fef7a76bbf10651d8e112f9bbb,2024-06-01T22:41:36.461Z,2024-06-01T22:41:47Z,366628861844754,7886755321,7886755321,2000000000,53979
20000025,fe0e5202b879f7f96d3a44f4b435d9df0575900d06ece022d1946926f41918e0,2024-06-01T22:41:40.428Z,2024-06-01T22:41:47Z,270906714328842,102000000000,102000000000,3000000000,34767
20000025,fc8a3f399ea1d9e82a99d8bcda93c9e9b8716e3efa0a5a6af2b29b7d8b5a5eb6,2024-06-01T22:41:36.735Z,2024-06-01T22:41:47Z,402243680284730,6363708970,6363708970,2000000000,63209
20000025,130b15c86fda1802824c2619d306689ee36a58ff0c1555c51bf219e34e8f790c,2024-06-01T22:41:47Z,2024-06-01T22:41:47Z,2532334251332307,4980880137,4980880137,4980880137,508411
20000025,6579347b44932442feff717baba89a8d25f504c73840b265c47a7f31d18c7981,2024-06-01T22:41:39.088Z,2024-06-01T22:41:47Z,293505943273722,11466993136,11466993136,1500000000,46647
20000025,093cf1b5a169ef711b024bd78a7c58c9ed2b9ea6dfd0d7b55387bc0217eecba3,2024-06-01T22:41:37.907Z,2024-06-01T22:41:47Z,238117572950586,7271537301,7271537301,1000000000,41111
20000025,4c0b787cda442cb958271365d78266c2b06e834613fe950fe21a42434d241b9a,2024-06-01T22:41:35.106Z,2024-06-01T22:41:47Z,233767732341360,9250000000,9250000000,1000000000,40360
20000025,da0a2b3d65db2ce3c14d465d4a6971711991778ef7c503c05ed6fc077f493877,2024-06-01T22:41:35.042Z,2024-06-01T22:41:47Z,233698227564648,9250000000,9250000000,1000000000,40348
20000026,6c5ebf9265f98f947a5a5da1554fa3313255890163a5cbee6ab8477964d37735,2024-06-01T22:41:59Z,2024-06-01T22:41:59Z,9211978283976660,15046253265,15046253265,9765316752,612244
20000026,97e872f846c70792a8753ce7b597279a3464aff653addfc558fccc83e91cc556,2024-06-01T22:41:59Z,2024-06-01T22:41:59Z,678505285063266,5281464606,5281464606,0,128482
20000026,1fac67d605cf6055a7b276996c0c1095068c0f0c827756303a14648d97507631,2024-06-01T22:41:59Z,2024-06-01T22:41:59Z,687324449039976,5281464606,5281464606,0,130152
20000026,ebabf5262960baff1358a27d72db62e4262d75d80d524c42ff9a72144f344752,2024-06-01T22:41:59Z,2024-06-01T22:41:59Z,1903165843540508,10280936513,10280936513,5000000000,185116
